"Name","vCenter","SRM Placeholder","Hostname fqdn","Power state","Os System from Tools","OS System","Environment","Business Application","CICollection","Functional Group","OS Technical Maintainer","CostRecoveryMode","Organization","Office_Department","RFS","Notes"
"geoss-p-img-01","BDSVI-P-VCC-01","false","geoss-p-img-01.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production"," UNMISS GeoPortal","ArcGIS Pro - PRD","UNMISS GIS Support","PSU HCO Hybrid Cloud Operations","Hosting","UNMISS","","RFS-1-11080828597","RFS-1-11080828597"
"emed-p-app-05","BDSVI-P-VCC-01","false","emed-p-app-05.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","EarthMed - Medical Services Software","EarthMed - PRD","OICT Application Rationalization","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-12564378067","RFS-1-12564378067"
"emed-p-app-01","BDSVI-P-VCC-01","false","emed-p-app-01.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","EarthMed - Medical Services Software","EarthMed - PRD","OICT","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","-","RFS-1-11105594272"
"emed-p-app-04","BDSVI-P-VCC-01","false","emed-p-app-04.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","EarthMed - Medical Services Software","EarthMed - PRD","OICT","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","-","RFS-1-11142271858"
"spcom-p-iis-52","BDSVI-P-VCC-01","false","spcom-p-iis-52.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","Comet","SPCOM SharePoint 2019 - PRD","UNGSC MEG Collaboration","PSU HCO Hybrid Cloud Operations","Hosting","DOS","-","-","RFS-1-9350645811"
"spcom-p-app-52","BDSVI-P-VCC-01","false","spcom-p-app-52.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","Comet","SPCOM SharePoint 2019 - PRD","UNGSC MEG Collaboration","PSU HCO Hybrid Cloud Operations","Hosting","DOS","-","-","RFS-1-9350645811"
"emed-p-app-02","BDSVI-P-VCC-01","false","emed-p-app-02.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","EarthMed - Medical Services Software","EarthMed - PRD","OICT","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","-","RFS-1-11105594272"
"geoss-p-gdb-01","BDSVI-P-VCC-01","false","geoss-p-gdb-01.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production"," UNMISS GeoPortal","ArcGIS Pro - PRD","UNMISS GIS Support","PSU HCO Hybrid Cloud Operations","Hosting","UNMISS","","-","RFS-1-11080828597"
"geopt-p-app-01","BDSVI-P-VCC-01","true","geopt-p-app-01.global.un.org","Powered Off","none","Microsoft Windows Server 2019 (64-bit)","Production","Unite GeoPortal","GeoPortal - PRD","Application Support (BSC-ASU-APP)","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","-","RFS-1-9054801290","RFS-1-9054801290"
"uadc-p-app-02","BDSVI-P-VCC-01","false","uadc-p-app-02.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","Unite Aware Notifications","Unite Aware Notifications - PRD","OICT Unite Aware Dev Team","PSU HCO Hybrid Cloud Operations","Hosting","DOS","OICT","RFS-1-9082214157","RFS-1-9082214157"
"win19-p-latest","BDSVI-P-VCC-01","false","none","Powered Off","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","-","-","-","-","-","-","-","-","-",""
"emed-p-app-03","BDSVI-P-VCC-01","false","emed-p-app-03.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","EarthMed - Medical Services Software","EarthMed - PRD","OICT","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","-","RFS-1-11105594272"
"veeam-p-bkp-02","BDSVI-P-VCC-01","false","veeam-p-bkp-02.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","Veeam","Veeam - PRD","PSU HCO Hybrid Cloud Operations","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","","","RFS-1-10150196453"
"sftp-p-app-01","BDSVI-P-VCC-01","false","sftp-p-app-01.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","SFTP","SFTPRMS - PRD","RMSU OT - Operations Team","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","","RFS-1-9607941536","RFS-1-9607941536"
"geopt-p-cach-01","BDSVI-P-VCC-01","false","geopt-p-cach-01.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UN Geoportal","Caching Server - PRD","GIS Support (BSC-ASU-GIS)","PSU HCO Hybrid Cloud Operations","Hosting","DOS","-","RFS-1-9145811137","RFS-1-9145811137"
"emed-p-sql-02","BDSVI-P-VCC-01","false","emed-p-sql-02.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","EarthMed - Medical Services Software","EarthMed - PRD","OICT Application Rationalization","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-12564378067","RFS-1-12564378067"
"spcom-p-app-51","BDSVI-P-VCC-01","false","spcom-p-app-51.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","Comet","SPCOM SharePoint 2019 - PRD","UNGSC MEG Collaboration","PSU HCO Hybrid Cloud Operations","Hosting","DOS","-","-","RFS-1-9350645811"
"geoss-p-web-01","BDSVI-P-VCC-01","false","geoss-p-web-01.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production"," UNMISS GeoPortal","ArcGIS Pro - PRD","UNMISS GIS Support","PSU HCO Hybrid Cloud Operations","Hosting","UNMISS","","RFS-1-11080828597","RFS-1-11080828597"
"mepnc-p-prx-01","BDSVI-P-VCC-01","false","mepnc-p-prx-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","Azure AD Application Proxy","Azure AD Application Proxy","PSU IIG Identity Infrastructure Group","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","","RFS-1-12032726307","RFS-1-12032726307"
"mail-r-mul-01","BDSVI-P-VCC-01","false","mail-r-mul-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","Unite Mail ","Unite Mail Exchange","OICT MEG Messaging","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","","","RFS-1-10693855808"
"unfpa-p-app-03","BDSVI-P-VCC-01","false","none","Powered Off","none","Microsoft Windows Server 2022 (64-bit)","Production","UNFPA Population Data Platform ","UNFPA - PRD","CSDS SSU - Solutions and Support Unit","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","","RFS-1-12430700347",""
"spse-p-src-01","BDSVI-P-VCC-01","true","spse-p-src-01.global.un.org","Powered Off","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ags-p-db-05","BDSVI-P-VCC-01","false","ags-p-db-05.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","UN Geoportal","GeoPortal - PRD","Application Support (BSC-ASU-APP)","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","","RFS-1-12361176187",""
"MEAP-P-APP-04","BDSVI-P-VCC-01","false","win22-p-latest","Powered Off","none","Microsoft Windows Server 2022 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ags-p-app-02","BDSVI-P-VCC-01","false","ags-p-app-02.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","UN Geoportal","GeoPortal - PRD","Application Support (BSC-ASU-APP)","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","","RFS-1-12361129101",""
"perso-p-db-01","BDSVI-P-VCC-01","false","perso-p-db-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","TDPerso","Perso - PRD","FCAS-TTS","PSU HCO Hybrid Cloud Operations","Hosting","DOA","FCAS-TTS-UNTDP","-","RFS-1-10749059727"
"ovdi-r-sql-01","BDSVI-P-VCC-01","false","ovdi-r-sql-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","OneVDI","OneVDI AppVol Always On - PRD","PSU HCO Hybrid Cloud Operations","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","","-","RFS-1-10585100842"
"sqlp-r-sql-01","BDSVI-P-VCC-01","false","sqlp-r-sql-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","SQLP","sqLP - PRD","FCAS-TTS","PSU HCO Hybrid Cloud Operations","Hosting","DOA","FCAS-TTS-UNTDP","RFS-1-12681458227",""
"spias-p-iis-02","BDSVI-P-VCC-01","true","none","Powered Off","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","-","-","-","-","-","-","-","-","-",""
"spse-p-app-01","BDSVI-P-VCC-01","true","spse-p-app-01.global.un.org","Powered Off","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ags-p-app-14","BDSVI-P-VCC-01","false","ags-p-app-14.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","UN Geoportal","Geoportal - PRD","Application Support (BSC-ASU-APP)","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","","RFS-1-12522677066",""
"CPRT-R-APP-04_Migrated_to_Proxmox_07/01/2026","BDSVI-P-VCC-01","false","none","Powered Off","none","Microsoft Windows Server 2022 (64-bit)","Production","CPRT Commercial and Military Aviation","APP - PRD","CSDS SSU - Solutions and Support Unit","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","","RFS-1-12503431367","RFS-1-12503431367"
"fss-r-web-01_Migrated-to-Proxmox","BDSVI-P-VCC-01","false","none","Powered Off","none","Microsoft Windows Server 2022 (64-bit)","Production","FSS - Field Support Suite","FSS Always On - PRD","Application Support (BSC-ASU-APP)","PSU HCO Hybrid Cloud Operations","Hosting","DOS","","RFS-1-12135479629","Please do NOT Power-on, VM has been migrated on Proxmox Prod on 29-Jan-26 - edemitri -
"
"fssdm-r-sql-06","BDSVI-P-VCC-01","false","fssdm-r-sql-06.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","FSS - Field Support Suite","FSS Datamart Always On - PRD","Database Services Support (BSC-ASU-DS)","PSU HCO Hybrid Cloud Operations","Hosting","DOS","","RFS-1-12225663818",""
"perso-p-app-01","BDSVI-P-VCC-01","false","perso-p-app-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","TDPerso","Perso - PRD","FCAS-TTS","PSU HCO Hybrid Cloud Operations","Hosting","DOA","FCAS-TTS-UNTDP","-","RFS-1-10749059727"
"scom-r-ms-05","BDSVI-P-VCC-01","false","scom-r-ms-05.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","Service Monitor SCOM","SCOM - PRD","Enterprise Services and Applications (BSC-ASU-ESA)","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","-","RFS-1-10030808308","RFS-1-10030808308"
"geopt-p-web-02","BDSVI-P-VCC-01","false","geopt-p-web-02.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","UN Geoportal","GeoPortal - PRD","Application Support (BSC-ASU-APP)","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","","RFS-1-12361175974",""
"ags-p-app-12","BDSVI-P-VCC-01","false","ags-p-app-12.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","UN Geoportal","Geoportal - PRD","Application Support (BSC-ASU-APP)","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","","RFS-1-12522677066",""
"fss-r-sql-03","BDSVI-P-VCC-01","false","fss-r-sql-03.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","FSS - Field Support Suite","FSS Always On - PRD","Database Services Support (BSC-ASU-DS)","PSU HCO Hybrid Cloud Operations","Hosting","DOS","","RFS-1-12135051171",""
"spse-r-sql-01","BDSVI-P-VCC-01","false","spse-r-sql-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","OSLA Case Management System","OSLAW - PRD","Database Services Support (BSC-ASU-DS)","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","","RFS-1-12551671941",""
"spias-p-iis-01","BDSVI-P-VCC-01","true","none","Powered Off","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","-","-","-","-","-","-","-","-","-",""
"fss-r-sql-10","BDSVI-P-VCC-01","false","fss-r-sql-10.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","FSS - Field Support Suite","FSS Always On - PRD","Database Services Support (BSC-ASU-DS)","PSU HCO Hybrid Cloud Operations","Hosting","DOS","","RFS-1-12135383924",""
"gevnt-p-app-01","BDSVI-P-VCC-01","false","gevnt-p-app-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","UN Geoportal","GeoPortal - PRD","Application Support (BSC-ASU-APP)","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","","RFS-1-12361175682",""
"MEAP-P-SQL-04","BDSVI-P-VCC-01","false","MEAP-P-SQL-04.global.un.org","Powered Off","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","Unite FRIM MEAP Automation Solution","MEAP - Blue","Database Services Support (BSC-ASU-DS)","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","","RFS-1-12616149517","RFS-1-12616149517"
"mail-r-exc-01","BDSVI-P-VCC-01","false","mail-r-exc-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","Unite Mail ","Unite Mail Exchange","OICT MEG Messaging","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","","","RFS-1-10693855597"
"ovdi-r-fs-01","BDSVI-P-VCC-01","false","ovdi-r-fs-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","OneVDI","OneVDI FS/DEM - PRD","PSU HCO Hybrid Cloud Operations","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","","-","RFS-1-10585100842"
"unfpa-p-app-02","BDSVI-P-VCC-01","false","none","Powered Off","none","Microsoft Windows Server 2022 (64-bit)","Production","UNFPA Population Data Platform ","UNFPA - PRD","CSDS SSU - Solutions and Support Unit","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","","RFS-1-12430700347",""
"fss-r-web-03_Migrated-to-Proxmox","BDSVI-P-VCC-01","false","none","Powered Off","none","Microsoft Windows Server 2022 (64-bit)","Production","FSS - Field Support Suite","FSS Always On - PRD","Application Support (BSC-ASU-APP)","PSU HCO Hybrid Cloud Operations","Hosting","DOS","","RFS-1-12135479629","Please do NOT Power-on, VM has been migrated on Proxmox Prod on 29-Jan-26 - edemitri -
"
"fss-r-sql-06","BDSVI-P-VCC-01","false","fss-r-sql-06.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","FSS - Field Support Suite","FSS Always On - PRD","Database Services Support (BSC-ASU-DS)","PSU HCO Hybrid Cloud Operations","Hosting","DOS","","RFS-1-12135051171",""
"scom-r-jump-01","BDSVI-P-VCC-01","false","scom-r-jump-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","Service Monitor SCOM","SCOM - PRD","Enterprise Services and Applications (BSC-ASU-ESA)","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","-","RFS-1-10030808308","RFS-1-10030808308"
"dummy_vm2_TBD_Feb26","BDSVI-P-VCC-01","true","win22-p-latest","Powered Off","none","Microsoft Windows Server 2022 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ags-p-app-08","BDSVI-P-VCC-01","false","ags-p-app-08.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","UN Geoportal","GeoPortal - PRD","Application Support (BSC-ASU-APP)","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","","RFS-1-12361175682",""
"scom-r-sql-02","BDSVI-P-VCC-01","false","scom-r-sql-02.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","Service Monitor SCOM","SCOM - PRD","Database Services Support (BSC-ASU-DS)","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","-","RFS-1-10030739808","RFS-1-10030739808"
"scom-r-rep-01","BDSVI-P-VCC-01","false","scom-r-rep-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","Service Monitor SCOM","SCOM - PRD","Database Services Support (BSC-ASU-DS)","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","-","RFS-1-10030739808","RFS-1-10030739808"
"CPRT-R-SQL-03_Migrated_to_Proxmox_07/01/2026","BDSVI-P-VCC-01","false","none","Powered Off","none","Microsoft Windows Server 2022 (64-bit)","Production","CPRT Commercial and Military Aviation","APP - PRD","CSDS SSU - Solutions and Support Unit","PSU HCO Hybrid Cloud Operations","-","UNGSC","-","-","RFS-1-12503430669"
"scom-r-ms-07","BDSVI-P-VCC-01","false","scom-r-ms-07.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","Service Monitor SCOM","SCOM - PRD","Enterprise Services and Applications (BSC-ASU-ESA)","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","-","RFS-1-10030808308","RFS-1-10030808308"
"ags-p-app-04","BDSVI-P-VCC-01","false","ags-p-app-04.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","UN Geoportal","GeoPortal - PRD","Application Support (BSC-ASU-APP)","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","","RFS-1-12361129101",""
"fssdm-r-sql-03","BDSVI-P-VCC-01","false","fssdm-r-sql-03.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","FSS - Field Support Suite","FSS Datamart Always On - PRD","Database Services Support (BSC-ASU-DS)","PSU HCO Hybrid Cloud Operations","Hosting","DOS","","RFS-1-12225663629",""
"icsc-p-mng-01","BDSVI-P-VCC-01","false","icsc-p-mng-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","ICSC","ICSC - PRD","ICSC-IT","PSU HCO Hybrid Cloud Operations","Hosting","OICT","oict osd sos","RFS-1-12284848896",""
"fss-r-sql-08","BDSVI-P-VCC-01","false","fss-r-sql-08.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","FSS - Field Support Suite","FSS Always On - PRD","Database Services Support (BSC-ASU-DS)","PSU HCO Hybrid Cloud Operations","Hosting","DOS","","RFS-1-12135383694",""
"geocx-p-web-07","BDSVI-P-VCC-01","false","geocx-p-web-07.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","UN Geoportal","GeoPortal - PRD","Application Support (BSC-ASU-APP)","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","","RFS-1-12361176410",""
"ags-p-app-03","BDSVI-P-VCC-01","false","ags-p-app-03.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2022 (64-bit)","Production","UN Geoportal","GeoPortal - PRD","Application Support (BSC-ASU-APP)","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","","RFS-1-12361129101",""
