VM_Name,Cluster,Environment,Functional_Group,IP_Address,Location,Organization,OS,OS_Technical_Maintainer,Technology,THS deployment,THS_System covered by GRR,THS_System covered by Sysmon,THS_System logs shipped,UUID,Application,CICollection,Status
DFS-UCMDB-P-SERV-001,vlcvi-p-pve-10,Production,Enterprise Services and Applications (BSC-ASU-ESA),10.130.3.144,Valencia,UNGSC,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,42330db3-a937-5d5b-72f4-b268160b8ee8,HP uCMDB,uCMDB - PRD,Removed
FRIM-V-AF-001,vlcvi-p-pve-14,Production,IOS TISU - Technology Infrastructure Support Unit,10.130.3.31,Valencia,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,42330fb2-0a71-170b-387d-01daab1d4aba,FRIM,FRIM HA,Removed
OICT-LEGATO-01,vlcvi-p-pve-05,Production,PSU HCO Hybrid Cloud Operations,10.130.17.138,Valencia,UNGSC,Windows Server 2016,PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,4233163d-aa1f-620f-f4ce-79b4f3b02c20,EMC Networker,EMC Networker,Removed
FRIM-V-IIS-001,vlcvi-p-pve-04,Production,IOS TISU - Technology Infrastructure Support Unit,10.130.3.32,Valencia,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,423317e4-efc5-4775-5828-95977c76b307,FRIM,FRIM HA,Removed
NY-VI-P-MON-005,vlcvi-p-pve-07,Unknown,PSU HCO Hybrid Cloud Operations,10.130.10.19,Valencia,UNGSC,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,42331c6f-daa6-a78c-bb27-7ee9cac735ed,VMWare Virtualization,VMware VirtualCenter,Removed
ELK-P-LS-002,vlcvi-p-pve-07,Unknown,PSU HCO Hybrid Cloud Operations,10.130.9.25,Valencia,UNGSC,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,423334e6-0eae-2862-6bb6-7e9dc4fa20f6,Unite Observability,ELK Logstash - PRD,Removed
FRIM-V-INT-005,vlcvi-p-pve-10,Production,IOS TISU - Technology Infrastructure Support Unit,10.130.9.204,Valencia,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,No,"N/A, Linux",No,4233435d-3411-7e5a-9fa8-e49d40e3e267,FRIM,FRIM HA,Removed
GIT-P-APP-01,vlcvi-p-pve-06,Unknown,PSU HCO Hybrid Cloud Operations,10.130.3.25,Valencia,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,42334b4d-58d1-a440-8dc4-976ecec742ec,gitlab,Gitlab Server,Removed
ELK-P-SYS-022,vlcvi-p-pve-07,Unknown,PSU HCO Hybrid Cloud Operations,10.130.9.136,Valencia,UNGSC,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,42334b7f-d8dd-e950-8eaa-da11222293a3,Unite Observability,ELK Syslog - PRD,Removed
AWX-P-APP-01,vlcvi-p-pve-09,Unknown,PSU HCO Hybrid Cloud Operations,10.130.9.191,Valencia,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,42334be7-71df-37f1-1bbf-b74fbdcd0dfe,AWX,AWX - PROD,Removed
UN-AAPC-P-PROXY-007,vlcvi-p-pve-13,Production,PSU HCO Hybrid Cloud Operations,10.130.3.200,Valencia,DOS,Windows Server 2016,PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,42337d4e-39dc-ef1d-0313-5afc769689b3,Azure AD Application Proxy,Azure AD Application Proxy,Removed
ELK-P-LS-001,vlcvi-p-pve-05,Unknown,PSU HCO Hybrid Cloud Operations,10.130.9.26,Valencia,UNGSC,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,"N/A, Linux",Yes,42338bae-c5fa-373f-fa61-227b0accba3e,Unite Observability,ELK Logstash - PRD,Removed
FRIM-V-PI-001,vlcvi-p-pve-10,Production,IOS TISU - Technology Infrastructure Support Unit,10.130.3.30,Valencia,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,423397b3-7728-8c54-1f7f-f1a01c2a8ef5,FRIM,FRIM HA,Removed
UN-AAPC-P-PROXY-006,vlcvi-p-pve-14,Production,PSU HCO Hybrid Cloud Operations,10.130.3.199,Valencia,DOS,Windows Server 2016,PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,4233b0bc-e9bf-0c27-98c7-9e029bb1ffa3,Azure AD Application Proxy,Azure AD Application Proxy,Removed
ELK-P-LS-003,vlcvi-p-pve-05,Unknown,PSU HCO Hybrid Cloud Operations,10.130.9.24,Valencia,UNGSC,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,"N/A, Linux",Yes,4233b44f-4056-9555-9962-c8269b2c0afd,Unite Observability,ELK Logstash - PRD,Removed
OICT-LEGATO-52,vlcvi-p-pve-08,Production,PSU HCO Hybrid Cloud Operations,10.130.17.143,Valencia,UNGSC,Windows Server 2016,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,No,Yes,Yes,4233c1a6-4fda-6614-494e-f95f1932e113,EMC Networker,EMC Networker,Removed
IDM-P-SRV-006,vlcvi-p-pve-13,Unknown,PSU HCO Hybrid Cloud Operations,10.130.5.24,Valencia,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,4233c43b-a1b0-d3ab-6694-0065664f5709,idm,RedHat Identity Manager,Removed
FRIM-V-DB-001,vlcvi-p-pve-10,Production,IOS TISU - Technology Infrastructure Support Unit,10.130.4.104,Valencia,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,4233d85e-1994-dd97-5fc3-032f5d6e1bf2,FRIM,FRIM HA,Removed
UN-AAPC-P-PROXY-012,vlcvi-p-pve-06,Production,PSU HCO Hybrid Cloud Operations,10.130.3.241,Valencia,DOS,Windows Server 2016,PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,4233db3d-8505-9f11-9f4a-5859172cb87a,Azure AD Application Proxy,Azure AD Application Proxy,Removed
PMT-P-MNG-51,vlcvi-p-pve-10,Production,PSU HCO Hybrid Cloud Operations,10.130.9.6,Valencia,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,4233e4b8-9061-9de6-3009-735dbc430eef,Platform Management Tools,Platform Management tools,Removed
ELK-P-SYS-021,vlcvi-p-pve-05,Unknown,PSU HCO Hybrid Cloud Operations,10.130.9.134,Valencia,UNGSC,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,4233e550-c27a-74dc-6f2f-96da460533a8,Unite Observability,ELK Syslog - PRD,Removed
DFS-LOGWEB-11,bdsvi-p-pve-01,Unknown,PSU HCO Hybrid Cloud Operations,Unknown,Brindisi,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,42390a69-c39c-8d74-53de-1135b2cbeeeb,Event Log Management,EM Kibana,Removed
DFS-UCMDDFP-11,bdsvi-p-pve-01,Preproduction,Enterprise Services and Applications (BSC-ASU-ESA),Unknown,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,423948f7-8b18-16f2-b371-fe5b6db999f1,HP uCMDB,uCMDB - PRE,Removed
DFS-UCMDB-11,bdsvi-p-pve-01,Preproduction,Enterprise Services and Applications (BSC-ASU-ESA),Unknown,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42396e7f-c10e-5702-5755-f91f3a3aebe8,HP uCMDB,uCMDB - PRE,Removed
DFS-LOGINDEX-11,bdsvi-p-pve-03,Unknown,PSU HCO Hybrid Cloud Operations,Unknown,Brindisi,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,4239777f-b7ee-4fd9-1256-9c15a0f0abaf,Event Log Management,EM Elasticsearch,Removed
DFS-UCMDBSQL-11,bdsvi-p-pve-01,Preproduction,Database Services Support (BSC-ASU-DS),Unknown,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,42399a4c-1ad1-96e5-cf69-d86f93c7d0a8,HP uCMDB,uCMDB - PRE,Removed
DFS-LOGINDEX-12,bdsvi-p-pve-02,Unknown,PSU HCO Hybrid Cloud Operations,Unknown,Brindisi,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,4239a792-62ab-a195-9aef-edb4568328f1,Event Log Management,EM Elasticsearch,Removed
DFS-TELRAD-12,bdsvi-p-pve-02,Unknown,Application Support (BSC-ASU-APP),Unknown,Brindisi,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,4239dab7-24f0-f5bb-0b79-9853f91b7a99,Missions Radius Service,Mission Pin Code - PRE,Removed
UNGSC-UNIFLOW-01,bdsvi-p-pve-11,Production,Unknown,10.146.16.18,Brindisi,UNGSC,Windows Server 2016,Unknown,Proxmox,Unknown,Unknown,Unknown,Unknown,423a113b-e873-5b52-da26-7db18884d171,ungsc print server,Campus vFarm,Removed
UNGSC-CARLOG-01,bdsvi-p-pve-11,Unknown,Unknown,10.146.16.11,Brindisi,UNGSC,Windows Server 2016,Unknown,Proxmox,Unknown,Unknown,Unknown,Unknown,423a347a-e849-77ba-7ee9-cf5463d03624,Carlog,Unknown,Removed
UNGSC-ANSIBLE-01,bdsvi-p-pve-11,Unknown,Unknown,10.161.14.51,Brindisi,UNGSC,Linux (Other),Unknown,Proxmox,Unknown,Unknown,Unknown,Unknown,423a45de-17da-473d-e829-643cc2e449b1,ansible network automation,Unknown,Removed
UNGSC-PRNSRV-02,bdsvi-p-pve-11,Unknown,Unknown,10.146.16.20,Brindisi,UNGSC,Windows Server 2016,Unknown,Proxmox,Unknown,Unknown,Unknown,Unknown,423acb6d-65f6-a66e-0952-ce7d1b4133ec,uniflow print server,Unknown,Removed
UNLB-SMTP-01,bdsvi-p-pve-11,Unknown,Unknown,10.146.16.15,Brindisi,Unknown,Windows Server 2016,Unknown,Proxmox,Unknown,Unknown,Unknown,Unknown,423ae66d-465f-72be-7b94-a5e9bb5c9991,Unknown,Unknown,Removed
RHSAT-D-MNG-01,vlcvi-p-pve-02,Unknown,Unknown,10.130.38.35,Valencia,Unknown,Linux (Other),Unknown,Proxmox,Unknown,Unknown,Unknown,Unknown,423b3022-885b-f427-d70d-a4de120090fe,Unknown,Unknown,Removed
UNSBV-PDQ-01,vlcvi-p-pve-09,Unknown,Unknown,10.162.1.92,Valencia,Unknown,Linux (Other),Unknown,Proxmox,Unknown,Unknown,Unknown,Unknown,423bd493-8ecf-e879-7992-e64c6ba562b7,pdq server,Unknown,Removed
UNSBV-DSSU-02,vlcvi-p-pve-09,Unknown,Digital Solutions Support Unit (DSSU),10.162.1.91,Valencia,Unknown,Windows Server 2016,Digital Solutions Support Unit (DSSU),Proxmox,Unknown,Unknown,Unknown,Unknown,423e5a91-e86d-2f20-2cba-591cdd37914d,dssu management tools,Campus vFarm,Removed
UNSBV-KMS-02,vlcvi-p-pve-09,Unknown,Unknown,10.162.1.113,Valencia,Unknown,Windows Server 2016,Unknown,Proxmox,Unknown,Unknown,Unknown,Unknown,423e682b-f85b-fd82-b1e3-61be31677e5b,kms server,Unknown,Removed
UNSBV-DHCPWIFI-01,vlcvi-p-pve-09,Unknown,Digital Solutions Support Unit (DSSU),10.162.1.72,Valencia,Unknown,Unknown,Digital Solutions Support Unit (DSSU),Proxmox,Unknown,Unknown,Unknown,Unknown,423e77e2-8175-7293-3282-9afc8a5206c2,wsus server,Unknown,Removed
UNSBV-PRINT-02,vlcvi-p-pve-09,Unknown,Unknown,10.162.1.73,Valencia,Unknown,Windows Server 2019,Unknown,Proxmox,Unknown,Unknown,Unknown,Unknown,423e9e69-41ed-440c-78e0-fd0a292dc95d,print server,Unknown,Removed
UNSBV-DC01,vlcvi-p-pve-09,Unknown,Unknown,10.162.1.68,Valencia,Unknown,Windows Server 2016,Unknown,Proxmox,Partial,Yes,No,No,423eae67-b9f0-7703-da19-eb42c2ce88cf,domain controller,Active Directory Domain Services,Removed
ELK-D-INOD-01,vlcvi-p-pve-11,Unknown,Unknown,Unknown,Valencia,Unknown,Linux (Other),Unknown,Proxmox,Unknown,Unknown,Unknown,Unknown,4544590e-8921-44f1-86f5-5c107126c083,Unknown,Unknown,Removed
MATMO-P-APP-01,vlcvi-p-pve-14,Unknown,CSDS SSU - Solutions and Support Unit,Unknown,Valencia,UNGSC,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,46553feb-4e51-4097-b456-0dbc30b37e18,unece web analytics matomo,MATOMO - PRD,Removed
SPCOM-P-SG-07,vlcvi-p-pve-08,Production,OICT MEG Collaboration,10.130.3.186,Valencia,UNGSC,Unknown,PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,4841290e-a8d3-42b6-b689-9a9de1a02111,Comet,Unknown,Removed
ELK-D-KIB-01,vlcvi-p-pve-11,Unknown,Unknown,Unknown,Valencia,Unknown,Linux (Other),Unknown,Proxmox,Unknown,Unknown,Unknown,Unknown,48d0c735-7365-4750-9e25-60dd9d827008,Unknown,Unknown,Removed
SPCOM-P-SG-06,vlcvi-p-pve-08,Production,OICT MEG Collaboration,10.130.3.185,Valencia,UNGSC,Unknown,PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,498a22c9-77d6-4ec2-b08e-64608c7df641,Comet,Unknown,Removed
DEV-B-DC,bdsvi-p-pve-13,Production,PSU HCO Hybrid Cloud Operations,10.130.204.44,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,4bf325fa-7368-4e97-b620-fb3c6af8a0b7,Active Directory,Active Directory Domain Services,Removed
GISLM-P-APP-01,bdsvi-p-pve-04,Production,Unknown,Unknown,Brindisi,UNGSC,Unknown,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,4dff8f80-5c80-4ec8-831b-af73495d64b6,ArcGIS,ArcGIS - License Manager,Removed
OBS-P-LS-10,vlcvi-p-pve-14,Unknown,IOS NSU - Network Support Unit,Unknown,Valencia,UNGSC,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,4ff69e7e-b692-4ffa-9dab-485bda79c148,Unite Observability,ELK Logstash - PRD,Removed
MDM-P-WEB-01,vlcvi-p-pve-13,Production,Database Services Support (BSC-ASU-DS),10.130.78.14,Valencia,UNGSC,linux9,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,500085bf-c4f9-42fc-8bd9-c17cb5f134f7,MDM,MDM - PRD,Removed
NUC-UMR-01,BDSVI-VDI,Unknown,Unknown,10.1.238.247,Brindisi,Unknown,Windows Server 2019,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,50060259-50cd-74ce-cb8e-12dbc2feedf8,Unknown,Unknown,Existing
DFS-EXFSQL-02,UNGSC-B-PRO-ACI-01,Production,Database Services Support (BSC-ASU-DS),"10.129.75.206, 10.129.75.209",Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,50060381-8060-c1ca-fa47-4290d0ba116a,Comet,Extrafax FAXServer - PRD,Existing
DFS-AGS1-02,UNGSC-B-PRO-ACI-01,Production,Unknown,10.130.202.71,Brindisi,Unknown,Windows Server 2016,Unknown,VMware,Completed,Yes,Yes,Yes,50060461-135b-8108-c1b3-1eacee6d08e1,UN Geoportal,ArcGIS - PRD,Removed
CAR-UMR-01,BDSVI-VDI,Unknown,Unknown,10.1.238.242,Brindisi,Unknown,Windows Server 2019,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,50060740-146f-505d-9070-3b665222d118,Unknown,Unknown,Existing
DFS-GEOCRTX-03,UNGSC-B-PRO-ACI-01,Production,Unknown,10.130.202.79,Brindisi,UNGSC,Windows Server 2016,Unknown,VMware,Partial,Yes,No,No,50060915-09a2-858b-02f1-fba3ea85f112,UN Geoportal,Geocortex - PRD,Removed
DFS-ACIMSO-01,UNGSC-B-OOB-01,Production,NSU DCN Data Center Networking,10.129.255.31,Brindisi,UNGSC,CentOS 4/5,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,50060c6b-a2de-c960-2d4f-8640d4fe2e69,ACI multi-site orchestrator,ACI MSO - PRD,Removed
DFS-GISSQL-05,UNGSC-B-PRO-ACI-01,Production,Database Services Support (BSC-ASU-DS),10.129.76.23,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,No,No,50060ca7-93bf-350e-8ae4-3432bf8856b2,UN Geoportal,ArcSDE - PRD,Removed
DFS-FSSSQL-39,UNGSC-B-PRE-ACI-11,Preproduction,UNGSC-ISD-IT- Operations,10.130.210.24,Brindisi,DOS,Windows Server 2016,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,No,No,5006117d-ec54-b11e-bcbe-a965d70e585a,NY Applications,NOTNY - DEV,Removed
UNEP-EMS-01,UNGSC-B-PRO-ACI-01,Production,UNEP,10.130.201.20,Brindisi,UNEP,RHEL 7,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,500615c4-956c-6da1-75f8-5ea2b47f91e8,EMS,UNEP EMS - PRD,Existing
DFS-SUNSQL-02,UNGSC-B-PRO-ACI-01,Production,CSDS SSU - Solutions and Support Unit,10.130.200.186,Brindisi,DOS,Windows Server 2012,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,No,No,50061846-a1a3-f104-494d-f6c3c100a60b,Sun Projen,Sun/Projen - PRD,Existing
DFS-MGEOCRTX-01,UNGSC-B-PRO-ACI-01,Production,Unknown,10.130.202.85,Brindisi,UNGSC,Windows Server 2016,Unknown,VMware,Completed,Yes,Yes,Yes,50061a23-54d7-9424-b80b-617c4157d6c5,Unknown,Unknown,Removed
DFS-CPB-01,UNGSC-B-PRO-ACI-01,Production,RMSU NT Network Team,10.130.200.163,Brindisi,DOS,RHEL 7,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,50061e84-28c5-47d7-cb73-b8e6ab2a8043,Checkpoint,Checkpoint-SCP-Backup - PRD,Removed
UNFPA-P-GDB-02,UNGSC-B-GIS-01,Production,CSDS SSU - Solutions and Support Unit,10.129.75.179,Brindisi,UNFPA,Windows Server 2019,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,No,No,500627f0-31f4-4aa8-cb92-18594df83a42,UNFPA Population Data Platform,UNFPA - PRD,Existing
DFS-OGIS-02,UNGSC-B-PRE-ACI-11,Preproduction,GIS,10.130.229.69,Brindisi,DOS,RHEL 7,PSU HCO Hybrid Cloud Operations,VMware,Partial,No,"N/A, Linux",No,500628c2-84d2-231d-f346-d12c005178fe,UN Geoportal,ArcGIS - PRE,Removed
DFS-SEC-02,UNGSC-B-PRO-ACI-01,Production,ICT Security Service,10.130.221.237,Brindisi,DOS,RHEL 7,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,50062dc4-8b13-6f1e-992d-ecfc832f56fb,ELK,ELK,Removed
DFS-AGS3-01,UNGSC-B-PRO-ACI-01,Production,Unknown,10.130.213.56,Brindisi,Unknown,Windows Server 2016,Unknown,VMware,Completed,Yes,Yes,Yes,50062e1a-c99a-cc33-8e24-50372e466145,Unknown,Unknown,Removed
DFS-NDO-01,UNGSC-B-OOB-01,Production,NSU DCN Data Center Networking,10.129.251.25,Brindisi,UNGSC,Ubuntu,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,50062ee1-d439-9ece-7973-65dada680bdd,Nexus dashboard orchestrator,NDO - PRD,Removed
DFS-GEOCAPP-01,UNGSC-B-PRO-ACI-01,Production,Unknown,10.130.202.88,Brindisi,UNGSC,Windows Server 2016,Unknown,VMware,Completed,Yes,Yes,Yes,50062ee3-4c3b-39dc-a0ba-cfb81aa92f1f,UN Geoportal,GeoPortal - PRD,Existing
DFS-SRM-03_VA,UNGSC-B-MAN-ACI-01,Production,PSU HCO Hybrid Cloud Operations,10.130.222.174,Brindisi,UNGSC,VMware Photon OS,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,50062efb-db53-3c15-084d-30289618c1ca,Virtual Infrastructure,VMware SRM,Existing
GEOPT-P-DATA-05,UNGSC-B-PRO-ACI-01,Production,Application Support (BSC-ASU-APP),10.130.202.28,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,50062f59-5210-62ec-533e-59e0fc3978a3,UN Geoportal,GeoPortal - PRD,Removed
DFS-NBOC-01,UNGSC-B-PRO-ACI-01,Production,PSU HCO Hybrid Cloud Operations,10.130.222.64,Brindisi,UNGSC,Windows Server 2019,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,500630da-0bbc-2461-e567-46e0c755f8cf,Netbackup,DR NBU,Removed
DFS-EXFSQL-03,UNGSC-B-PRO-ACI-01,Production,Database Services Support (BSC-ASU-DS),"10.129.75.207, 10.129.75.208",Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,5006382f-a3db-ca6e-809b-10ac729259f1,Comet,Extrafax FAXServer - PRD,Existing
DFS-NDO-02,UNGSC-B-OOB-01,Production,NSU DCN Data Center Networking,10.129.251.26,Brindisi,UNGSC,Ubuntu,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,50063914-b55b-0fee-2415-564936f16afa,Nexus dashboard orchestrator,NDO - PRD,Removed
GEOPT-P-DATA-01,UNGSC-B-PRO-ACI-01,Production,Unknown,10.130.202.24,Brindisi,Unknown,Windows Server 2022,Unknown,VMware,Completed,Yes,Yes,Yes,50063961-eab0-9e75-1f32-389b1a87e68b,Unknown,Unknown,Removed
DFS-MDS-02,UNGSC-B-MAN-ACI-01,Production,RMSU OT - Operations Team,"10.130.222.11, 10.130.208.171",Brindisi,UNGSC,Unknown / Other,RMSU OT - Operations Team,VMware,Unknown,Unknown,Unknown,Unknown,50063b23-af38-5780-6e14-314b15f3a23d,Check Point,CheckPoint - PRD,Existing
MIS-LMP-01,BDSVI-VDI,Unknown,Unknown,"10.128.55.1, 10.128.55.2",Brindisi,Unknown,RHEL 6,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,50064352-f1fc-0474-de99-67989c1247dc,Tetra Wawe,Unknown,Existing
DFS-AGS4-02,UNGSC-B-PRO-ACI-01,Production,Unknown,10.130.201.35,Brindisi,Unknown,Windows Server 2019,Unknown,VMware,Completed,Yes,Yes,Yes,5006474e-493f-bc28-7f68-e26170745444,Unknown,Unknown,Removed
DFS-AGS2-02,UNGSC-B-PRO-ACI-01,Production,Unknown,10.130.202.73,Brindisi,Unknown,Windows Server 2016,Unknown,VMware,Completed,Yes,Yes,Yes,5006486d-c93d-5803-0ea8-10c9d8ea81ff,Unknown,Unknown,Removed
DFS-AGS3-02,UNGSC-B-PRO-ACI-01,Production,Unknown,10.130.213.57,Brindisi,Unknown,Windows Server 2016,Unknown,VMware,Completed,Yes,Yes,Yes,50064ae1-d7f9-d1e9-90a8-6a3606c92f68,Unknown,Unknown,Removed
DFS-APPSQL-11,UNGSC-B-PRE-ACI-11,Preproduction,UNGSC-ISD-IT- Operations,10.130.210.153,Brindisi,DOS,Windows Server 2016,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,50064c16-ec20-4976-7b7d-ed5558631a73,NY Applications,NOTNY - DEV,Removed
UNFPA-P-AGIS-02,UNGSC-B-GIS-01,Production,CSDS SSU - Solutions and Support Unit,10.130.202.102,Brindisi,UNFPA,Windows Server 2019,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,50064e3e-7a96-96f1-bfc6-08ea294d39ae,UNFPA Population Data Platform,UNFPA - PRD,Existing
DFS-GISSQL-04,UNGSC-B-PRO-ACI-01,Production,Database Services Support (BSC-ASU-DS),"10.129.76.22, 10.129.76.25",Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,VMware,Partial,No,Yes,Yes,50064fec-de23-10a6-4e58-114ae08a96f2,UN Geoportal,ArcSDE - PRD,Removed
DFS-SPASSQL-11,UNGSC-B-PRE-ACI-11,Preproduction,Database Services Support (BSC-ASU-DS),"10.130.229.71, 10.130.229.73",Brindisi,DOS,Windows Server 2012,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,No,No,50065213-0b7f-200b-89d0-03cc7de0af19,iAviationSafety,ASPID - PRE,Existing
DFS-GISSQL-03,UNGSC-B-PRO-ACI-01,Production,Database Services Support (BSC-ASU-DS),"10.129.75.12, 10.129.75.28, 10.129.75.29",Brindisi,ESCWA,Windows Server 2019,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,500656a6-bc06-d66f-5346-a8bf39933d0b,UN Geoportal,GIS Backend - PRD,Removed
MIS-UMR-01,BDSVI-VDI,Unknown,Unknown,10.1.238.245,Brindisi,Unknown,Windows Server 2019,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,500658f0-75eb-1499-09f8-66de15c78351,Unknown,Unknown,Existing
DFS-DELLVSI-01,UNGSC-B-MAN-ACI-01,Production,IOS PSU - Platform Support Unit,10.130.222.141,Brindisi,DOS,VMware Photon OS,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,500659a2-79bd-90cf-41ab-2b01c85f03d7,Platform Management Tools,DOS - Hosted Operating Systems,Existing
UNGSC-CCMSUB-01,UNGSC-B-MAN-ACI-01,Production,DSSU - Digital Solutions Support Unit,10.161.34.205,Brindisi,UNGSC,CentOS 7,DSSU - Digital Solutions Support Unit,VMware,Unknown,Unknown,Unknown,Unknown,50065a02-047e-ccb8-5f8d-53e11b8a11ee,CISCO CUCM,CISCO CUCM - PRD,Existing
UNFPA-P-AGIS-01,UNGSC-B-GIS-01,Production,CSDS SSU - Solutions and Support Unit,10.130.202.101,Brindisi,UNFPA,Windows Server 2019,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,No,No,50065d23-d7fb-867d-56db-dcb4abedc513,UNFPA Population Data Platform,UNFPA - PRD,Existing
TETRA-TRACES-01,BDSVI-VDI,Unknown,Unknown,10.1.238.240,Brindisi,Unknown,Windows Server 2019,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,50066407-3e45-49ec-0316-e462f77026e6,Unknown,Unknown,Existing
DFS-ALMSQL-11,UNGSC-B-PRE-ACI-11,Unknown,UNGSC-ISD-IT- Operations,10.130.229.8,Brindisi,OICT,Windows Server 2019,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,50066474-8bc2-2b70-3d02-f9fa7a16c88f,Software Lifecycle Tracking Tool,ALM - PRE,Removed
